id,type,name,creator,starring,year,rating,time,genres,country,describle
81614239,movie,"celeste barber: fine, thanks",guillermo del toro,celeste barber,2023,tv-ma,59 min,stand-up comedy,australia,"actor and comedian celeste barber takes the stage in sydney to get personal in public about marriage, mental health, celebrity-branded sex toys and more."
80213715,movie,whitney cummings: can i touch it?,guillermo del toro,whitney cummings,2019,tv-14,59 min,stand-up comedy,united states,"in her fourth stand-up special, whitney cummings returns to her hometown of washington, d.c., and riffs on modern feminism, technology and more."
81002876,movie,nikki glaser: bangin’,guillermo del toro,nikki glaser,2019,tv-ma,63 min,stand-up comedy,united states,"nikki glaser bares all in a blistering stand-up special about sex, sobriety and getting over her own insecurities. and she won't spare you the details."
81060049,movie,leslie jones: time machine,guillermo del toro,leslie jones,2020,tv-ma,66 min,stand-up comedy,united states,"from trying to seduce prince to battling sleep apnea, leslie jones traces her evolution as an adult in a joyfully raw and outrageous stand-up special."
80238020,movie,katherine ryan: glitter room,guillermo del toro,katherine ryan,2019,tv-14,65 min,stand-up comedy,united states,"fresh from a tour, comedian katherine ryan shares shrewd observations about school bullies, revenge bodies and raising a very fancy child."
81625051,movie,amy schumer: emergency contact,guillermo del toro,amy schumer,2023,tv-ma,51 min,stand-up comedy,united states,"amy schumer gets real about lasering her face, postpartum sex, her baby-naming disaster and chewable viagra in this cheekily candid stand-up special."
80136548,movie,garfunkel and oates: trying to be special,guillermo del toro,"riki lindhome, kate micucci, anthony jeselnik",2016,tv-ma,61 min,"music ,stand-up comedy",united states,garfunkel and oates put on a surprise-filled show in seattle in hopes of raising enough money to make their own comedy special.
81146199,movie,fortune feimster: sweet & salty,guillermo del toro,fortune feimster,2020,tv-14,61 min,stand-up comedy,united states,"actor, comedian and writer fortune feimster takes the stage and riffs on her southern roots, sexual awakenings, showbiz career and more."
80133554,movie,sarah silverman a speck of dust,guillermo del toro,sarah silverman,2017,tv-ma,71 min,stand-up comedy,united states,"in her first comedy special post-health scare, sarah silverman shares a mix of fun facts, sad truths and yeah-she-just-went-there moments."
81335421,movie,hazel brugger: tropical,guillermo del toro,hazel brugger,2020,tv-14,58 min,stand-up comedy,germany,"in this stand-up special, comedian hazel brugger offers her breezy takes on unruly geese, chatty gynecologists, german bank loans and more."
81011598,movie,wanda sykes: not normal,guillermo del toro,wanda sykes,2019,tv-14,66 min,stand-up comedy,united states,"wanda sykes tackles politics, reality tv, racism and the secret she'd take to the grave in this rollicking, no-holds-barred stand-up special."
80134968,movie,katherine ryan: in trouble,guillermo del toro,katherine ryan,2017,tv-ma,63 min,stand-up comedy,united kingdom,"stand-up comic katherine ryan reminisces about unusual relationships, life in the hometown she hates and the time she enraged an entire nation."
81649416,movie,chelsea handler: revolution,guillermo del toro,chelsea handler,2022,tv-ma,77 min,stand-up comedy,united states,"chelsea handler lets loose on her life choices, rowdy rescue dogs, dating frustrations and her vision for a future where men don't wear flip-flops."
80185322,movie,lynne koplitz: hormonal beast,guillermo del toro,lynne koplitz,2017,tv-ma,51 min,stand-up comedy,united states,"unabashed comedian lynne koplitz offers a woman's take on being crazy, the benefits of childlessness and the three things all men really want."
80038335,movie,jen kirkman: i'm gonna die alone (and i feel fine),guillermo del toro,jen kirkman,2015,tv-ma,78 min,stand-up comedy,united states,"jen kirkman delivers some sharp, hilarious truths about divorce, kids, sex and turning 40 in this netflix original comedy special."
81275640,movie,ms. pat: y'all wanna hear something crazy?,guillermo del toro,ms. pat,2022,tv-ma,54 min,stand-up comedy,united states,"ms. pat finds laughter in the absurdities of parenting, pet lovers and very unfortunate lip trends as she unpacks a painful past with humor and honesty."
81229042,movie,catherine cohen: the twist…? she’s gorgeous,guillermo del toro,catherine cohen,2022,tv-14,61 min,stand-up comedy,united states,"in this sparkling cocktail of standup and song, catherine cohen serenades about looking for love, the absurdity of marathons and burying someone alive."
81636889,movie,leanne morgan: i'm every woman,guillermo del toro,leanne morgan,2023,tv-pg,74 min,stand-up comedy,united states,"she loves jell-o salad, her three kids and her beefy grandbaby. leanne morgan shares stories about her life as a wife, mother and wearer of big panties."
81037077,movie,amy schumer growing,guillermo del toro,amy schumer,2019,tv-ma,60 min,stand-up comedy,united states,"amy schumer spills on her new marriage, personal growth, making a baby and her mom's misguided advice in a special that's both raunchy and sincere."
81480979,movie,"michela giraud: the truth, i swear!",guillermo del toro,michela giraud,2022,tv-14,60 min,stand-up comedy,italy,"career success. fame's shortcomings. the cringeworthy label of ""curvy"" and tough ballet days during her youth. michela giraud has a whole lot to unpack."
81435618,movie,cristela alonzo: middle classy,guillermo del toro,cristela alonzo,2022,tv-14,58 min,stand-up comedy,united states,"comedian cristela alonzo spills on learning english from ""the price is right,"" getting covid on her birthday and how money really can buy happiness."
80046779,movie,anjelah johnson: not fancy,guillermo del toro,anjelah johnson-reyes,2015,tv-pg,63 min,stand-up comedy,united states,"the actress, comedian and youtube sensation riffs on everything from nail salons and gypsies to mexican moms and super-sleuthing liam neeson."
80213658,movie,iliza shlesinger: elder millennial,guillermo del toro,iliza shlesinger,2018,tv-14,72 min,stand-up comedy,united states,"newly engaged comic iliza shlesinger dives into undeniable truths about life at age 35, the insanity of the road traveled and what's to come."
81177697,movie,urzila carlson: overqualified loser,guillermo del toro,urzila carlson,2020,tv-ma,62 min,stand-up comedy,australia,"stand-up comedian urzila carlson keeps the crowd roaring with her thoughts on recasting ""the biggest loser,"" sex tape regrets and boxed wine hangovers."
81096745,movie,fadily camara : la plus drôle de tes copines,guillermo del toro,fadily camara,2019,tv-pg,54 min,stand-up comedy,france,"irrepressible french comedian fadily camara weaves jokes, vivid characters and physical comedy into a lively stand-up show at la cigale in paris."
80150002,movie,amy schumer: the leather special,guillermo del toro,amy schumer,2017,tv-ma,57 min,stand-up comedy,united states,"comic sensation amy schumer riffs on sex, dating and the absurdities of fame in a bold and uncensored stand-up set at denver's bellco theater."
80205204,movie,christina p: mother inferior,guillermo del toro,christina pazsitzky,2017,tv-ma,59 min,stand-up comedy,united states,"christina pazsitzky hits seattle with a biting dose of reality, telling truths about her childhood, getting older and the horrors of giving birth."
80217826,movie,kavin jay: everybody calm down!,guillermo del toro,kavin jay,2018,tv-14,53 min,stand-up comedy,singapore,"on a mission to defy stereotypes, malaysian stand-up comedian kavin jay shares stories about growing up in the vhs era with his singapore audience."
81662517,movie,dr. jason leong: ride with caution,guillermo del toro,jason leong,2023,tv-ma,65 min,stand-up comedy,malaysia,"in his latest stand-up special, former doctor jason leong shares his diagnoses on aging, the absurdity of middle-aged cycling enthusiasts and more."
80195429,movie,harith iskander: i told you so,guillermo del toro,harith iskander,2018,tv-14,61 min,stand-up comedy,malaysia,"malaysian stand-up comedy icon harith iskander takes the stage in kuala lumpur to talk about singapore, a past girlfriend, rick astley and more."
80196589,movie,fakkah fuzz: almost banned,guillermo del toro,fakkah fuzz,2018,tv-ma,60 min,stand-up comedy,singapore,stand-up comic fakkah fuzz mines cross-cultural humor from the experience of growing up as an outspoken malay man in singapore.
80223734,movie,yoo byung jae: too much information,guillermo del toro,yoo byung jae,2018,tv-14,63 min,stand-up comedy,south korea,"""saturday night live korea"" writer-turned-comedian yoo byung-jae lays bare his childhood memories and philosophy on sex in his first stand-up venture."
81342887,movie,lee su-geun: the sense coach,guillermo del toro,lee su-geun,2021,tv-g,45 min,stand-up comedy,south korea,"lee su-geun's rise to korean comedy stardom went hand in hand with his mastery over picking up social cues. now, he's ready to share his know-hows."
80223582,movie,yoo byung jae: discomfort zone,guillermo del toro,yoo byung jae,2018,tv-ma,54 min,stand-up comedy,south korea,daring comedian yoo byung-jae connects criticism he's received from the general public to some of the most touchy issues in current korean society.
81053240,movie,park na-rae: glamour warning,guillermo del toro,park na-rae,2019,tv-ma,62 min,stand-up comedy,south korea,"korea’s beloved comedian and favorite big sister figure talks sex, relationships and celebrity life. and she’s sassier and dirtier than ever before."
80187306,movie,russell brand: re:birth,guillermo del toro,russell brand,2018,tv-ma,63 min,stand-up comedy,united kingdom,russell brand gets loquacious in london as he ruminates on the state of the world and marvels over how his life changed the moment he became a father.
80044731,movie,chris tucker live,guillermo del toro,chris tucker,2015,tv-pg,92 min,stand-up comedy,united states,"filmed in his hometown of atlanta, chris tucker showcases his stand-up comedic chops as he shares his experiences from childhood to the big time."
80189653,movie,ricky gervais: humanity,guillermo del toro,ricky gervais,2018,tv-ma,78 min,stand-up comedy,united kingdom,"in his first special in seven years, ricky gervais slings his trademark snark at celebrity, mortality and a society that takes everything personally."
80244853,movie,"ken jeong: you complete me, ho",guillermo del toro,ken jeong,2019,tv-ma,62 min,stand-up comedy,united states,"in his first-ever stand-up special, ken jeong pays tribute to his wife and shares stories about hollywood and how ""the hangover"" saved his life."
80133549,movie,bill burr: walk your way out,guillermo del toro,bill burr,2017,tv-ma,77 min,stand-up comedy,united states,"no-nonsense comic bill burr takes the stage in nashville and riffs on fast food, overpopulation, dictators and gorilla sign language."
80216224,movie,katt williams: great america,guillermo del toro,katt williams,2018,tv-ma,60 min,stand-up comedy,united states,"the king of underground comedy delivers unflinching riffs on the american political climate, racial tensions, sex and his disdain for roast beef."
80993404,movie,adam devine: best time of our lives,guillermo del toro,adam devine,2019,tv-ma,58 min,stand-up comedy,united states,"frenetic comic adam devine talks teen awkwardness, celebrity encounters, his ""pitch perfect"" audition and more in a special from his hometown of omaha."
81471776,movie,bert kreischer: razzle dazzle,guillermo del toro,bert kreischer,2023,tv-ma,61 min,stand-up comedy,united states,"shameless — and shirtless — as ever, bert spills on bodily emissions, being bullied by his kids and the explosive end to his family's escape room outing."
80167498,movie,chris rock: tamborine,guillermo del toro,chris rock,2018,tv-ma,64 min,stand-up comedy,united states,"chris rock takes the stage in brooklyn for a comedy special filled with searing observations on fatherhood, infidelity and american politics."
80214087,movie,jimmy carr: the best of ultimate gold greatest hits,guillermo del toro,jimmy carr,2019,tv-ma,58 min,stand-up comedy,united kingdom,nothing is off limits as jimmy carr serves up the most outrageous jokes from his stand-up career in a special that's not for the faint of heart.
81222748,movie,bill burr presents: friends who kill,guillermo del toro,"bill burr, michelle wolf, jimmy carr",2022,tv-ma,73 min,stand-up comedy,united states,"in a night of killer comedy, bill burr hosts a showcase of his most raucous stand-up comic pals as they riff on everything from covid to michael jackson."
80043049,movie,anthony jeselnik: thoughts and prayers,guillermo del toro,anthony jeselnik,2015,tv-ma,59 min,stand-up comedy,united states,there's no subject too dark as the comedian skewers taboos and riffs on national tragedies before pulling back the curtain on his provocative style.
80244900,movie,"ron white: if you quit listening, i'll shut up",guillermo del toro,ron white,2018,tv-ma,63 min,stand-up comedy,united states,"ron “tater salad” white dishes out his signature brand of cynicism, riffing on sex, celebrity and the sinister habits of wild geese."
80106124,movie,bo burnham: make happy,guillermo del toro,bo burnham,2016,tv-14,60 min,"music ,stand-up comedy",united states,"combining his trademark wit and self-deprecating humor with original music, bo burnham offers up his unique twist on life in this stand-up special."
80992973,movie,bert kreischer: the machine,guillermo del toro,bert kreischer,2016,tv-ma,70 min,stand-up comedy,united states,"from his run-in with a grizzly bear to partying with the russian mafia, the shirtless comic returns with laugh-out-loud tales in this stand-up special."
80215419,movie,joe rogan: strange times,guillermo del toro,joe rogan,2018,tv-ma,63 min,stand-up comedy,united states,"outspoken as ever, comedian joe rogan takes on current culture, pro wrestling, pot laws, cats, vegans and more in a stand-up special shot in boston."
81121981,movie,alex fernández: the best comedian in the world,guillermo del toro,alex fernández,2020,tv-14,51 min,stand-up comedy,mexico,comic alex fernández performs his familiar autobiographical stories but goes a little deeper this time with a tender tale about one of his six siblings.
80227677,movie,anthony jeselnik: fire in the maternity ward,guillermo del toro,anthony jeselnik,2019,tv-ma,64 min,stand-up comedy,united states,"forging his own comedic boundaries, anthony jeselnik revels in getting away with saying things others can't in this stand-up special shot in new york."
80134967,movie,jim norton: mouthful of shame,guillermo del toro,jim norton,2017,tv-ma,61 min,stand-up comedy,united states,"in this unrestricted jaunt through a gleefully filthy mind, comic jim norton offers a personal perspective on romance, desire and sexual proclivities."
80106979,movie,jim jefferies: freedumb,guillermo del toro,jim jefferies,2016,tv-ma,86 min,stand-up comedy,united states,"returning for a second netflix comedy special, jim jefferies unleashes his famously ferocious black humor to a packed house in nashville, tennessee."
81060252,movie,jack whitehall: i'm only joking,guillermo del toro,jack whitehall,2020,tv-ma,58 min,stand-up comedy,united kingdom,"jack whitehall hits the stage with hilarious tales about happy couples, life in hotels, human stupidity and his well-traveled father."
81041272,movie,francesco de carlo: cose di questo mondo,guillermo del toro,francesco de carlo,2019,tv-14,61 min,stand-up comedy,italy,"taking the stage in milan, francesco de carlo opens up about his bad habits, religion, politics and what he's learned from traveling the world."
80133551,movie,tracy morgan: staying alive,guillermo del toro,tracy morgan,2017,tv-ma,58 min,stand-up comedy,united states,"in his first special since his serious car accident, tracy morgan cracks jokes about life in a coma, his second marriage and his family's dark side."
81414670,movie,jim jefferies: high & dry,guillermo del toro,jim jefferies,2023,tv-ma,68 min,stand-up comedy,united states,"no topic is off limits for jim jefferies as he muses on stoned koalas, his dad’s vasectomy confusion and choosing between his hair and his sex drive."
81267151,movie,85 south: ghetto legends,guillermo del toro,"dc young fly, karlous miller, chico bean",2023,tv-ma,53 min,stand-up comedy,united states,"dc young fly, karlous miller and chico bean bring their hit podcast to the stage for a one-of-a-kind comedy event where nothing and no one is off limits."
81251381,movie,sebastian maniscalco: is it me?,guillermo del toro,sebastian maniscalco,2022,tv-14,67 min,stand-up comedy,united states,"in a lively stand-up set, sebastian acts out life’s little agonies, from school drop-offs to off-leash dogs to date nights with his wife."
81613448,movie,andrew santino: cheeseburger,guillermo del toro,andrew santino,2023,tv-ma,58 min,stand-up comedy,united states,no topic is safe in this unfiltered stand-up set from andrew santino as he skewers everything from global warming to sex injuries to politics.
81623046,movie,mathieu dufour at bell centre,guillermo del toro,mathieu dufour,2022,tv-14,63 min,stand-up comedy,canada,"in a freewheeling stand-up performance for a packed montreal arena, the comedian shares stories about paintball mishaps, mcdonald’s misdeeds and more."
81497808,movie,hasan minhaj: the king's jester,guillermo del toro,hasan minhaj,2022,tv-14,68 min,stand-up comedy,united states,"hasan minhaj shares his thoughts on fertility, fatherhood and freedom of speech in this follow-up to his award-winning comedy special “homecoming king.”"
81598434,movie,hannah gadsby: something special,guillermo del toro,hannah gadsby,2023,tv-14,74 min,stand-up comedy,australia,a panicky proposal. a novelty wedding cake. a fateful bunny encounter. hannah gadsby shares tales of love and marriage in this feel-good comedy special.
81619082,movie,john mulaney: baby j,guillermo del toro,john mulaney,2023,tv-14,80 min,stand-up comedy,united states,"a chaotic intervention. an action-packed stay in rehab. after a weird couple of years, john mulaney comes out swinging in his return to the stage."
81628816,movie,mae martin: sap,guillermo del toro,mae martin,2023,tv-14,70 min,stand-up comedy,canada,"from a mythical moose encounter to the gender spectrum in ""beauty and the beast,"" mae martin reflects on a world off its axis in this comedy special."
81680246,movie,ay: spotting the difference,guillermo del toro,ayo makun,2023,tv-14,50 min,stand-up comedy,nigeria,"in his eclectic debut special, ayo “ay” makun hilariously holds forth on eccentric pastors, media bias and the untold wonders of medical payment plans."
81630234,movie,deon cole: charleen’s boy,guillermo del toro,deon cole,2022,tv-ma,67 min,stand-up comedy,united states,"in an electric stand-up special, deon cole ponders romance, racist hotel showers, post-coital bedtime prayers and why he loves women of a certain age."
81036234,movie,neal brennan: blocks,guillermo del toro,neal brennan,2022,tv-14,62 min,stand-up comedy,united states,"from the weird relationship humans have with dogs to how dating a model is like owning a dune buggy, neal brennan muses on his life in this stand-up special."
81467328,movie,kev adams: the real me,guillermo del toro,kev adams,2022,tv-14,60 min,stand-up comedy,france,"at age 30, french comic kev adams gets up close and personal about how life has changed since his big break 12 years ago — and not always for the best."
81663307,movie,sommore: queen chandelier,guillermo del toro,sommore,2023,tv-ma,69 min,stand-up comedy,united states,"this queen of comedy shines as she takes the stage to sound off on her suspicion of free stuff, social media prayer requests, fake lashes and ugly shoes."
81520120,movie,fortune feimster: good fortune,guillermo del toro,fortune feimster,2022,tv-14,63 min,stand-up comedy,united states,getting engaged. getting iced. getting a mind-blowing butt massage. fortune feimster shares uproarious stories from her life in this stand-up special.
81520107,movie,tom papa: what a day!,guillermo del toro,tom papa,2022,tv-14,60 min,stand-up comedy,united states,"tom doles out truths about post-marriage intimacy, his problematic pet pug and why men are to blame for most of life's inconveniences."
81227177,movie,nick kroll: little big boy,guillermo del toro,nick kroll,2022,tv-ma,66 min,stand-up comedy,united states,"nick kroll shares his comedian origin story, his first heartbreak, his strange hypnosis experience and the trash-talking celebrity voice in his head."
81689063,movie,teetotaler,guillermo del toro,olu salako,2023,tv-pg,84 min,stand-up comedy,nigeria,"nigerian comedian slkomedy sends up social issues and pokes fun at the monarchy, politics and navigating the single life in his second stand-up special."
81487753,movie,johanna nordström: call the police,guillermo del toro,johanna nordström,2022,tv-ma,59 min,stand-up comedy,sweden,"the comedian and podcast host sounds off on sexual escapades, tiktok police and how she became sweden's pandemic poster girl."
81470399,movie,panayotis pascot: almost,guillermo del toro,panayotis pascot,2022,tv-14,78 min,stand-up comedy,france,french television darling panayotis pascot opens up about his love life and upbringing in this hilarious and touching comedy special.
80151483,movie,def comedy jam 25,guillermo del toro,"dave chappelle, steve harvey, cedric the entertainer",2017,tv-ma,81 min,stand-up comedy,united states,"in this special live event, giants of stand-up come together to commemorate the 25th anniversary of russell simmons's groundbreaking ""def comedy jam."""
80186850,movie,steve martin and martin short: an evening you will forget for the rest of your life,guillermo del toro,"steve martin, martin short",2018,tv-14,73 min,stand-up comedy,united states,"longtime pals and showbiz icons steve martin and martin short share countless quips, catchy tunes and hilarious stories about their lives in comedy."
80224536,movie,adam sandler 100% fresh,guillermo del toro,adam sandler,2018,tv-ma,73 min,stand-up comedy,united states,"from ""heroes"" to ""ice cream ladies"" -- adam sandler's comedy special hits you with new songs and jokes in an unexpected, groundbreaking way."
81397260,movie,chris rock total blackout: the tamborine extended cut,guillermo del toro,chris rock,2021,tv-ma,97 min,stand-up comedy,united states,"in this extended cut of his 2018 special, chris rock takes the stage for a special filled with searing observations on fatherhood, infidelity and politics."
80168221,movie,"oh, hello on broadway",guillermo del toro,"nick kroll, john mulaney",2017,tv-ma,102 min,stand-up comedy,united states,"two delusional geriatrics reveal curious pasts, share a love of tuna and welcome a surprise guest in this filming of the popular broadway comedy show."
80988833,movie,george lopez: we'll do it for half,guillermo del toro,george lopez,2020,tv-ma,51 min,stand-up comedy,united states,"comedian george lopez tackles the future and the past of latinx culture in america, touching on immigration, his tough relatives, aging and much more."
80117453,movie,cristela alonzo: lower classy,guillermo del toro,cristela alonzo,2017,tv-14,66 min,stand-up comedy,united states,"the irrepressible alonzo skewers latino stereotypes, pricey luxuries and her mother's tough-love parenting in a night of sly and infectious comedy."
81073633,movie,iliza shlesinger: unveiled,guillermo del toro,iliza shlesinger,2019,tv-14,78 min,stand-up comedy,united states,"here comes the bride, and she's got plenty to say. newlywed iliza shlesinger dissects wedding traditions as she mines her nuptials for laughs."
80134966,movie,jen kirkman: just keep livin’?,guillermo del toro,jen kirkman,2017,tv-ma,69 min,stand-up comedy,united states,"incisive comic jen kirkman gets real about women's bodies, the value of alone time and an italian private tour guide who may have been a ghost."
80028208,movie,tig,guillermo del toro,tig notaro,2015,tv-14,91 min,"documentary films ,stand-up comedy ,biographical documentaries",united states,comedian tig notaro announced her cancer diagnosis at what became a legendary stand-up set in 2012. follow her search for humor amid devastating news.
80221271,movie,tiffany haddish: black mitzvah,guillermo del toro,tiffany haddish,2019,tv-14,55 min,stand-up comedy,united states,"on her 40th birthday, tiffany haddish drops a bombastic special studded with singing, dancing and raunchy reflections on her long road to womanhood."
81273458,movie,london hughes: to catch a d*ck,guillermo del toro,london hughes,2020,tv-ma,68 min,stand-up comedy,united states,bawdy comedian and television presenter london hughes revisits her past in this acclaimed breakout special filled with unfiltered tales and wild stories.
80106966,movie,iliza shlesinger: confirmed kills,guillermo del toro,iliza shlesinger,2016,tv-14,77 min,stand-up comedy,united states,"the stand-up sensation tackles tv's ""shark tank,"" what it means to be a woman and how to deal with the lawless party goblin that lives in us all."
70302480,movie,iliza shlesinger: freezing hot,guillermo del toro,iliza shlesinger,2015,tv-14,71 min,stand-up comedy,united states,"smart and brazen comedian iliza shlesinger applies her fresh, laugh-out-loud perspective to the universal struggles between men and women."
81192249,movie,christina p: mom genes,guillermo del toro,christina pazsitzky,2022,tv-14,62 min,stand-up comedy,united states,"comedian christina p examines the joys and drags of parenting, partnering and more through a no-nonsense gen-x lens in this special."
80233611,movie,hannah gadsby: nanette,guillermo del toro,hannah gadsby,2018,tv-14,69 min,stand-up comedy,australia,"australian comic hannah gadsby reshapes standard stand-up by pairing punchlines with personal revelations on gender, sexuality and childhood turmoil."
80183329,movie,aditi mittal: things they wouldn't let me say,guillermo del toro,aditi mittal,2017,tv-14,62 min,stand-up comedy,india,"trailblazing comic aditi mittal mixes topical stand-up with frank talk about being single, wearing thongs and the awkwardness of indian movie ratings."
80237423,movie,miranda sings live…your welcome,guillermo del toro,colleen ballinger,2019,tv-pg,61 min,stand-up comedy,united states,"viral video star miranda sings and her real-world alter ego colleen ballinger share the stage in a special packed with music, comedy and ""magichinry."""
81489095,movie,nicole byer: bbw (big beautiful weirdo),guillermo del toro,nicole byer,2021,tv-ma,65 min,stand-up comedy,united states,karens gone wild. cat funerals. trying to hook up during lockdown. nicole byer gets delightfully down and dirty in her first netflix comedy special.
80151384,movie,tig notaro happy to be here,guillermo del toro,tig notaro,2018,tv-14,58 min,stand-up comedy,united states,"comedian tig notaro unleashes her inner prankster in a playful stand-up special packed with funny anecdotes, parenting confessions and more."
81027753,movie,jenny slate: stage fright,guillermo del toro,jenny slate,2019,tv-ma,66 min,"documentary films ,stand-up comedy",united states,"jenny slate's first stand-up special is a mix of stage time, funny stories about adulthood and conversations with family in her childhood home."
81212708,movie,carolin kebekus: the last christmas special,guillermo del toro,carolin kebekus,2021,tv-14,66 min,stand-up comedy,germany,"carolin kebekus unpacks the many headaches of the christmas season, from intense hangovers to the agony of advent calendars to a big gift-giving gap."
80133663,movie,maria bamford: old baby,guillermo del toro,maria bamford,2017,tv-14,64 min,stand-up comedy,united states,"maria bamford performs a rapid-fire, playful stand-up set for crowds at park benches, bowling alleys and la theaters in this roving comedy special."
81078615,movie,katt williams: world war iii,guillermo del toro,katt williams,2022,tv-ma,59 min,stand-up comedy,united states,"katt williams riffs on truth, lies, chicken wing shortages and the war on drugs in this electrifying stand-up special filmed in las vegas."
81148672,movie,arsenio hall: smart & classy,guillermo del toro,arsenio hall,2019,tv-ma,63 min,stand-up comedy,united states,"in his first stand-up special, arsenio hall discusses getting older, the changing times and culture, social issues and even bothersome baby toes."
81257364,movie,mike epps: indiana mike,guillermo del toro,mike epps,2022,tv-ma,58 min,stand-up comedy,united states,"mike epps returns to his native indianapolis and reflects on his days as a bad baller and worse drug dealer, as well as fond memories of his parents."
80191804,movie,deray davis: how to act black,guillermo del toro,deray davis,2017,tv-ma,66 min,stand-up comedy,united states,"dynamic comic deray davis hits the stage like a ball of fire, nailing the finer points of living, dating and handling show business as a black man."
81464775,movie,mo gilligan: there's mo to life,guillermo del toro,mo gilligan,2022,tv-ma,65 min,stand-up comedy,united kingdom,"mo gilligan breaks down his days as a broke teenager, working in retail, relationship dynamics, annoying talk show producers and more in this special."
81193105,movie,yuri marçal: honest mistake,guillermo del toro,yuri marçal,2022,tv-14,53 min,stand-up comedy,brazil,"from sharing his unique views on family, race and religion to detailing an online rift that blew up, brazilian comedian yuri marçal isn't holding back."
80217689,movie,fary is the new black,guillermo del toro,fary,2018,tv-14,74 min,stand-up comedy,france,"armed with sly wit, a fresh outlook and plenty of style, french comedy star fary veers from dating to stereotypes and beyond in this exclusive special."
80108371,movie,cedric the entertainer: live from the ville,guillermo del toro,cedric the entertainer,2016,tv-ma,60 min,stand-up comedy,united states,"donning his signature suit and fedora, the dapper comic offers a unique spin on getting old, the presidential election and ""honky tonk badonkadonk."""
81213900,movie,david a. arnold: fat ballerina,guillermo del toro,david a. arnold,2020,tv-ma,60 min,stand-up comedy,united states,"finally comfortable in his skin, seasoned comic david a. arnold shares his talent for doing nothing, how he's petty and why divorce saves marriages."
80994180,movie,tiffany haddish: she ready! from the hood to hollywood!,guillermo del toro,tiffany haddish,2017,tv-ma,65 min,stand-up comedy,united states,comedic breakout tiffany haddish delivers a riotous stand-up ripe with the unpretentious and filthy tales of her meteoric rise to stardom.
80996192,movie,mike epps: only one mike,guillermo del toro,mike epps,2019,tv-ma,63 min,stand-up comedy,united states,"in a raw stand-up comedy special, mike epps mixes it up as he tackles sexual misconduct, special ed, aging body parts and much more."
80117484,movie,lucas brothers: on drugs,guillermo del toro,"keith lucas, kenny lucas",2017,tv-ma,49 min,stand-up comedy,united states,"deadpan twin comics keith and kenny lucas take the stage in brooklyn with a set that touches on drugs, race, deion sanders, teachers and o.j. simpson."
80039655,movie,mike epps: don't take it personal,guillermo del toro,mike epps,2015,tv-ma,59 min,stand-up comedy,united states,mike epps tears up the stage at l.a.'s historic orpheum theatre in a special packed with blistering impressions and unapologetically raunchy swagger.
81497886,movie,chappelle's home team - earthquake: legendary,guillermo del toro,earthquake,2022,tv-ma,36 min,stand-up comedy,united states,"earthquake shakes up the stage with his takes on ""health is wealth,"" prostate exams and one particularly lengthy celebrity funeral."
80995737,movie,deon cole: cole hearted,guillermo del toro,deon cole,2019,tv-ma,69 min,stand-up comedy,united states,"embracing his belief that comedy is the last raw form of expression, deon cole explains the right time to thank jesus and the wrong time to say ""welp."""
80216229,movie,eric andre: legalize everything,guillermo del toro,eric andré,2020,tv-ma,51 min,stand-up comedy,united states,"eric andre takes the stage in new orleans and tackles flawed fast-food icons, the wonders of autofill and the bizarre choice for the ""cops"" theme song."
80213654,movie,d.l. hughley: contrarian,guillermo del toro,d.l. hughley,2018,tv-ma,58 min,stand-up comedy,united states,"d.l. hughley riffs on hot-button political issues, celebrity scandals, his mother's tough love and more in a rapid-fire stand-up show in philadelphia."
81159106,movie,michelle buteau: welcome to buteaupia,guillermo del toro,michelle buteau,2020,tv-ma,58 min,stand-up comedy,united states,"scene-stealing queen michelle buteau dazzles with real talk on relationships, parenthood, cultural differences and the government workers who adore her."
80134779,movie,marlon wayans: woke-ish,guillermo del toro,marlon wayans,2018,tv-ma,66 min,stand-up comedy,united states,"rollicking, outrageous and audacious, marlon wayans gets raw on racism, age-appropriate rap rhymes, gay rights, raising kids and even the kardashians."
81054495,movie,mo gilligan: momentum,guillermo del toro,mo gilligan,2019,tv-14,64 min,stand-up comedy,united kingdom,"comedian mo gilligan blends smooth moves and sharp humor as he riffs on humble beginnings, family dynamics and the complex art of dancing in the club."
80200015,movie,w. kamau bell: private school negro,guillermo del toro,w. kamau bell,2018,tv-14,65 min,stand-up comedy,united states,"comedian w. kamau bell muses on parenting in the trump era, ""free speech"" dustups, woke children's tv and his fear of going off the grid."
81660745,movie,the heart of suhita,guillermo del toro,"nadya arina, omar daniel, anggika bolsterli",2023,tv-pg,137 min,"drama movies ,romantic movies ,movies based on books",indonesia,"betrothed as a child and adored by her in-laws, a newlywed's marriage is missing only one thing — the love of her husband, who still longs for his ex."
81704693,movie,6/45,guillermo del toro,"ko kyung-pyo, lee yi-kyung, um mun-suk",2022,tv-pg,113 min,comedy movies,south korea,"when a gust of wind sends a winning lottery ticket across the dmz, a south korean soldier bargains for its return with his north korean counterpart."
81641219,movie,the pope's exorcist,guillermo del toro,"russell crowe, daniel zovatto, alex essoe",2023,tv-ma,103 min,"horror movies ,movies based on books",united states,the vatican's chief exorcist uncovers an evil unlike any he's ever faced when he investigates the possession of a boy living at an ancient spanish abbey.
